budget,title,popularity,release_year,revenue,runtime,vote_average,vote_count,cast,director,Action,Adventure,Animation,Available,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Movie,Music,Mystery,Not,Romance,Science,TV,Thriller,War,Western,lang_Afrikaans,lang_Arabic,lang_Chinese,lang_Czech,lang_Danish,lang_Dutch,lang_English,lang_French,lang_German,lang_Greek,lang_Hebrew,lang_Hindi,lang_Hungarian,lang_Icelandic,lang_Indonesian,lang_Italian,lang_Japanese,lang_Korean,lang_Kyrgyz,lang_Norwegian,lang_Norwegian Bokmål,lang_Pashto,lang_Persian,lang_Polish,lang_Portuguese,lang_Romanian,lang_Russian,lang_Slovenian,lang_Spanish,lang_Swedish,lang_Tamil,lang_Telugu,lang_Thai,lang_Turkish,lang_Unknown,lang_Vietnamese,status_Post Production,status_Released,status_Rumored
32000000,Team America: World Police,26.509175,2004,50907422,98.0,6.6,660,Trey Parker Matt Stone Kristen Miller Masasa Moyo Daran Norris,Trey Parker,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Texas Chainsaw 3D,26.497025,2013,47241945,92.0,5.3,465,Alexandra Daddario Dan Yeager Bill Moseley Marilyn Burns Tania Raymonde,John Luessenhop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Copycat,14.211699,1995,0,124.0,6.4,194,Sigourney Weaver Holly Hunter Will Patton William McNamara Harry Connick Jr.,Jon Amiel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Scary Movie 5,36.819044,2013,78378744,86.0,4.6,793,Simon Rex Ashley Tisdale Charlie Sheen Lindsay Lohan Erica Ash,Malcolm D. Lee,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Paint Your Wagon,7.902536,1969,31678778,158.0,6.2,63,Lee Marvin Clint Eastwood Jean Seberg Harve Presnell Ray Walston,Joshua Logan,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Milk,30.909699,2008,54586584,128.0,7.1,612,Sean Penn Emile Hirsch James Franco Josh Brolin Diego Luna,Gus Van Sant,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Risen,16.663797,2016,46069568,107.0,5.7,295,Tom Felton Cliff Curtis Joseph Fiennes Peter Firth Mark Killeen,Kevin Reynolds,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35000000,Ghost Ship,27.724913,2002,68349884,91.0,5.3,531,Gabriel Byrne Julianna Margulies Desmond Harrington Ron Eldard Isaiah Washington,Steve Beck,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19000000,A Very Harold & Kumar Christmas,17.971883,2011,35387212,108.0,6.0,328,Neil Patrick Harris John Cho Elias Koteas Danneel Ackles Kal Penn,Todd Strauss-Schulson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Wild Things,25.041992,1998,67200000,108.0,6.3,444,Matt Dillon Kevin Bacon Denise Richards Neve Campbell Theresa Russell,John McNaughton,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,The Stepfather,7.924428,2009,0,101.0,5.4,167,Dylan Walsh Sela Ward Penn Badgley Amber Heard Sherry Stringfield,Nelson McCormick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,The Debt,14.857884,2010,45636368,113.0,6.3,257,Helen Mirren Ciar\u00e1n Hinds Tom Wilkinson Jessica Chastain Sam Worthington,John Madden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30000000,High Fidelity,23.982956,2000,47126295,113.0,7.0,628,John Cusack Iben Hjejle Todd Louiso Jack Black Lisa Bonet,Stephen Frears,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,One Missed Call,12.458131,2008,0,87.0,4.7,171,Shannyn Sossamon Edward Burns Ana Claudia Talanc\u00f3n Ray Wise Azura Skye,Eric Valette,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Eye for an Eye,3.996392,1996,0,101.0,5.8,63,Sally Field Kiefer Sutherland Ed Harris Beverly D'Angelo Charlayne Woodard,John Schlesinger,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,The Bank Job,30.387754,2008,64822796,112.0,6.6,697,Jason Statham Saffron Burrows Stephen Campbell Moore Daniel Mays James Faulkner,Roger Donaldson,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Eternal Sunshine of the Spotless Mind,56.481487,2004,72258126,108.0,7.9,3652,Jim Carrey Kate Winslet Kirsten Dunst Mark Ruffalo Elijah Wood,Michel Gondry,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,You Again,19.962713,2010,32005248,105.0,6.0,368,Kristen Bell Sigourney Weaver Betty White Kristin Chenoweth Odette Annable,Andy Fickman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Street Kings,18.666876,2008,65569869,109.0,6.3,363,Keanu Reeves Forest Whitaker Chris Evans Hugh Laurie Martha Higareda,David Ayer,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,The World's End,55.96460500000001,2013,46089287,109.0,6.7,1778,Simon Pegg Nick Frost Martin Freeman Eddie Marsan Paddy Considine,Edgar Wright,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Nancy Drew,5.0348,2007,0,99.0,5.8,143,Emma Roberts Josh Flitter Max Thieriot Rachael Leigh Cook Tate Donovan,Andrew Fleming,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Daybreakers,28.019226,2009,51416464,98.0,6.0,634,Ethan Hawke Sam Neill Willem Dafoe Claudia Karvan Isabel Lucas,Michael Spierig,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,She's Out of My League,16.176976,2010,49779728,104.0,5.9,525,Alice Eve Jay Baruchel Mike Vogel Krysten Ritter Debra Jo Rupp,Jim Field Smith,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Monte Carlo,17.237143,2011,17425000,109.0,6.0,593,Selena Gomez Katie Cassidy Cory Monteith Leighton Meester Andie MacDowell,Thomas Bezucha,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9000000,Stay Alive,4.34503,2006,27105095,100.0,5.3,155,Jon Foster Samaire Armstrong Frankie Muniz Jimmi Simpson Wendell Pierce,William Brent Bell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Quigley Down Under,11.360997,1990,0,119.0,6.5,119,Tom Selleck Laura San Giacomo Alan Rickman Chris Haywood Ron Haddrick,Simon Wincer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Alpha and Omega,12.300789,2010,39300000,88.0,5.3,124,Hayden Panettiere Justin Long Dennis Hopper Christina Ricci Danny Glover,Ben Gluck,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,The Covenant,15.804814000000002,2006,37597471,97.0,5.2,288,Steven Strait Laura Ramsey Jessica Lucas Taylor Kitsch Chace Crawford,Renny Harlin,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Stick It,9.750557,2006,0,105.0,6.3,148,Jeff Bridges Missy Peregrym Vanessa Lengies Maddy Curley Nikki SooHoo,Jessica Bendinger,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,Shorts,4.100942,2009,28972508,89.0,5.1,44,Jimmy Bennett Kat Dennings Jolie Vanier William H. Macy James Spader,Robert Rodriguez,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,To Die For,12.309715,1995,21284514,106.0,6.7,175,Nicole Kidman Matt Dillon Joaquin Phoenix Casey Affleck Illeana Douglas,Gus Van Sant,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Nerve,62.933899,2016,83707310,96.0,7.1,2181,Emma Roberts Dave Franco Emily Meade Miles Heizer Juliette Lewis,Henry Joost,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Appaloosa,16.074397,2008,20211394,115.0,6.3,299,Viggo Mortensen Ed Harris Ren\u00e9e Zellweger Jeremy Irons Timothy Spall,Ed Harris,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Vampires,17.016284,1998,0,108.0,5.8,255,James Woods Daniel Baldwin Sheryl Lee Thomas Ian Griffith Maximilian Schell,John Carpenter,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
806948,Psycho,93.067866,1960,32000000,109.0,8.2,2320,Anthony Perkins Vera Miles John Gavin Janet Leigh Martin Balsam,Alfred Hitchcock,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,My Best Friend's Girl,17.145287,2008,36620508,101.0,5.4,220,Dane Cook Kate Hudson Alec Baldwin Jason Biggs Diora Baird,Howard Deutch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Endless Love,27.256849,2014,34077920,103.0,6.7,542,Alex Pettyfer Gabriella Wilde Robert Patrick Rhys Wakefield Emma Rigby,Shana Feste,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Georgia Rule,7.878177,2007,0,113.0,5.6,130,Jane Fonda Lindsay Lohan Felicity Huffman Dermot Mulroney Cary Elwes,Garry Marshall,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Under the Rainbow,0.173964,1981,2297493,98.0,4.9,7,Chevy Chase Carrie Fisher Eve Arden Joseph Maher Robert Donner,Steve Rash,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Ladyhawke,14.370110999999998,1985,18432000,121.0,6.8,260,Matthew Broderick Rutger Hauer Michelle Pfeiffer Alfred Molina John Wood,Richard Donner,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Simon Birch,11.090254,1998,18253415,114.0,6.5,52,Jim Carrey Ashley Judd Ian Michael Smith Joseph Mazzello Oliver Platt,Mark Steven Johnson,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Reign Over Me,20.82778,2007,22222308,124.0,7.1,334,Adam Sandler Don Cheadle Jada Pinkett Smith Liv Tyler Saffron Burrows,Mike Binder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15000000,Into the Wild,43.644978,2007,56255142,148.0,7.8,3045,Emile Hirsch Marcia Gay Harden William Hurt Jena Malone Brian H. Dierker,Sean Penn,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,School for Scoundrels,8.244324,2006,17807569,100.0,5.6,111,Billy Bob Thornton Jon Heder Jacinda Barrett Sarah Silverman Michael Clarke Duncan,Todd Phillips,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Silent Hill: Revelation 3D,23.292761,2012,52302796,94.0,5.0,432,Adelaide Clemens Kit Harington Sean Bean Carrie-Anne Moss Radha Mitchell,Michael J. Bassett,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19000000,From Dusk Till Dawn,64.181668,1996,25836616,108.0,6.9,1603,George Clooney Quentin Tarantino Harvey Keitel Juliette Lewis Ernest Liu,Robert Rodriguez,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Pooh's Heffalump Movie,9.03154,2005,0,68.0,6.4,88,Jim Cummings John Fiedler Nikita Hopkins Kath Soucie Ken Sansom,Frank Nissen,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Home for the Holidays,4.031585,1995,17519169,103.0,6.3,39,Holly Hunter Robert Downey Jr. Anne Bancroft Charles Durning Claire Danes,Jodie Foster,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,功夫,13.658985,2004,100914445,99.0,7.2,831,Stephen Chow Yuen Wah Yuen Qiu Lam Tze-Chung Huang Sheng-Yi,Stephen Chow,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35000000,The Country Bears,6.908351,2002,0,88.0,4.3,20,Haley Joel Osment Diedrich Bader Candy Ford James Gammon Brad Garrett,Peter Hastings,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,The Kite Runner,10.446722,2007,73276047,128.0,7.3,394,Khalid Abdalla Atossa Leoni Shaun Toub Zekeria Ebrahimi Ahmad Khan Mahmoodzada,Marc Forster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,21 Grams,32.243357,2003,60427839,124.0,7.2,918,Sean Penn Naomi Watts Benicio del Toro Danny Huston Carly Nahon,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Paparazzi,9.149089,2004,16605763,84.0,5.8,52,Cole Hauser Robin Tunney Dennis Farina Daniel Baldwin Tom Sizemore,Paul Abascal,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,A Guy Thing,5.596835,2003,17432163,101.0,5.3,83,Jason Lee Julia Stiles Selma Blair James Brolin Shawn Hatosy,Chris Koch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Loser,5.2144080000000015,2000,0,98.0,5.0,120,Jason Biggs Mena Suvari Zak Orth Thomas Sadoski Jimmi Simpson,Amy Heckerling,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Capitalism: A Love Story,10.50098,2009,17436509,120.0,7.0,167,Michael Moore Thora Birch William Black Elijah Cummings Baron Hill,Michael Moore,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,The Greatest Story Ever Told,3.011205,1965,15473333,199.0,6.5,41,Max von Sydow Michael Anderson Jr. Carroll Baker Ina Balin Victor Buono,George Stevens,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19500000,Secret in Their Eyes,15.012237,2015,34854990,111.0,6.2,336,Chiwetel Ejiofor Nicole Kidman Julia Roberts Dean Norris Lyndon Smith,Billy Ray,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25000000,Disaster Movie,16.238961,2008,14109284,87.0,3.0,240,Matt Lanter Vanessa Lachey Nicole Ari Parker Crista Flanagan Gary 'G. Thang' Johnson,Jason Friedberg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Armored,15.21229,2009,22942221,88.0,5.5,208,Columbus Short Laurence Fishburne Skeet Ulrich Amaury Nolasco Matt Dillon,Nimr\u00f3d Antal,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,The Man Who Knew Too Little,6.397042,1997,13801755,97.0,6.5,125,Bill Murray Peter Gallagher Joanne Whalley Alfred Molina Richard Wilson,Jon Amiel,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,What's Your Number?,19.220789,2011,30426096,106.0,6.2,671,Chris Evans Anna Faris Martin Freeman Chris Pratt Ari Graynor,Mark Mylod,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Lockout,35.232278,2012,32204030,95.0,5.8,715,Guy Pearce Maggie Grace Joseph Gilgun Lennie James Peter Stormare,Stephen St. Leger,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,Envy,9.842771,2004,0,99.0,4.8,139,Ben Stiller Jack Black Rachel Weisz Christopher Walken Amy Poehler,Barry Levinson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000000,Crank: High Voltage,35.54280900000001,2009,34560577,96.0,5.9,861,Jason Statham Amy Smart Dwight Yoakam Efren Ramirez Julanne Chidi Hill,Brian Taylor,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
